Chemical Identifiers,Descriptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Output,
SMILES,averagemolecularpolarizability_pH_7.4,formalcharge_pH_6.5,tholepolarizability_a_xx_pH_7.4,tholepolarizability_a_yy_pH_7.4,tholepolarizability_a_zz_pH_7.4,atomcount,exactmass,aliphaticatomcount,aromaticatomcount,balabanindex,chainatomcount,dreidingenergy,fusedaliphaticringcount,hararyindex,heteroaromaticringcount,hyperwienerindex,maximalprojectionarea,maximalprojectionradius,maximalprojectionsize,minimalprojectionarea,minimalprojectionradius,ringatomcount,rotatablebondcount,smallestringsize,aliphaticringcountofsize_5,aromaticringcountofsize_5,polarsurfacearea_pH_7.4,asa_ASA_pH_7.4,asa_ASA+_pH_7.4,asa_ASA-_pH_7.4,asa_ASA_H_pH_7.4,asa_ASA_P_pH_7.4,logp,logd_pH_6.5,isoelectricpoint,apKa1,apKb1,averagemicrospeciescharge_Charge_pH_6.5,resonantcount,acceptorcount_pH_7.4,acceptorsitecount_pH_7.4,donorsitecount_pH_6.5,hmopienergy_pH_7.4, IC 50,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CCC(C4=CC=CC=C4)C3,38.18,0.0,50.73,39.3,24.51,49.0,336.2,13.0,12.0,1.1,5.0,126.9,0.0,89.7,0.0,7203.0,106.8,9.22,8.28,45.54,5.18,20.0,3.0,5.0,2.0,0.0,61.36,542.6,387.9,154.8,476.3,66.32,3.5,3.5,5.73,13.49,-2.15,0.0,4.0,2.0,3.0,3.0,30.2,179,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CCC(C4=CC=CC=C4F)C3,38.25,0.0,39.39,50.8,24.55,49.0,354.2,14.0,12.0,1.07,6.0,128.2,0.0,95.32,0.0,8087.0,108.5,9.22,8.28,46.23,5.18,20.0,3.0,5.0,2.0,0.0,61.36,544.5,377.1,167.4,458.0,86.56,3.64,3.64,5.73,13.49,-2.15,0.0,4.0,2.0,3.0,3.0,35.69,79,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CCC(C4=CC=CC=C4)C3,38.31,0.0,39.8,51.09,24.04,49.0,336.2,13.0,12.0,1.1,5.0,126.2,0.0,89.7,0.0,7203.0,106.9,9.22,8.35,44.24,5.25,20.0,3.0,5.0,2.0,0.0,61.36,543.7,388.8,154.8,476.5,67.21,3.5,3.5,5.73,13.49,-2.15,0.0,4.0,2.0,3.0,3.0,30.2,106,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CC(C4=CC=CC=C4)C3,35.35,0.0,41.09,36.71,28.25,46.0,322.2,12.0,12.0,1.1,5.0,163.1,0.0,83.56,0.0,6695.0,106.3,8.99,6.28,43.48,5.08,19.0,3.0,4.0,1.0,0.0,61.36,532.4,375.9,156.6,463.6,68.86,3.05,3.05,5.62,13.49,-2.45,0.0,4.0,2.0,3.0,3.0,30.2,331,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CCC(C4=CC=CC(F)=C4)C3,37.8,0.0,43.52,33.1,36.8,49.0,354.2,14.0,12.0,1.06,6.0,126.4,0.0,94.92,0.0,8267.0,108.3,9.13,7.29,43.66,5.35,20.0,3.0,5.0,2.0,0.0,61.36,547.0,373.6,173.4,450.8,96.17,3.64,3.64,5.73,13.49,-2.15,0.0,4.0,2.0,3.0,3.0,35.69,338,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CCC(C4=CC=CC=C4)C3,37.68,0.0,33.14,36.52,43.37,49.0,336.2,13.0,12.0,1.1,5.0,126.8,0.0,89.7,0.0,7203.0,106.5,9.13,7.29,41.94,5.1,20.0,3.0,5.0,2.0,0.0,61.36,541.5,387.1,154.4,475.0,66.57,3.5,3.5,5.73,13.49,-2.15,0.0,4.0,2.0,3.0,3.0,30.2,286,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CCC(C4=CC=CC=C4F)C3,37.77,0.0,36.7,33.23,43.38,49.0,354.2,14.0,12.0,1.07,6.0,128.1,0.0,95.32,0.0,8087.0,108.0,9.13,7.29,42.78,5.1,20.0,3.0,5.0,2.0,0.0,61.36,544.0,376.5,167.5,456.5,87.56,3.64,3.64,5.73,13.49,-2.15,0.0,4.0,2.0,3.0,3.0,35.69,93,
O=C(NC1=CC=CC2=C1CC(O)C2)NC3CCC(C4=CC=CC=C4)C3,37.73,0.0,37.04,32.78,43.36,49.0,336.2,13.0,12.0,1.1,5.0,126.9,0.0,89.7,0.0,7203.0,103.8,9.4,7.46,41.9,4.62,20.0,3.0,5.0,2.0,0.0,61.36,541.9,387.2,154.7,474.6,67.33,3.5,3.5,5.73,13.49,-2.15,0.0,4.0,2.0,3.0,3.0,30.2,123,
O=C(NC1=CC=CC2=C1CC(O)CC2)NC3CCC(C4=CC=CC=C4)C3,39.67,0.0,38.6,35.0,45.42,52.0,350.2,14.0,12.0,1.07,5.0,120.1,0.0,94.95,0.0,8133.0,111.5,9.46,7.62,49.9,5.8,21.0,3.0,5.0,1.0,0.0,61.36,553.3,398.3,155.0,488.9,64.4,3.94,3.94,5.75,13.51,-2.15,0.0,4.0,2.0,3.0,3.0,30.2,4,
O=C(NC1=CC=CC2=C1CCC2)NC3CCC(C4=CC=CC=C4)C3,37.31,0.0,39.17,49.22,23.55,48.0,320.2,12.0,12.0,1.13,4.0,124.2,0.0,84.45,0.0,6297.0,103.8,9.1,8.02,43.54,5.25,20.0,3.0,5.0,2.0,0.0,41.13,544.8,393.9,150.9,510.7,34.13,4.88,4.88,5.77,13.66,-2.12,0.0,4.0,1.0,2.0,2.0,26.02,362,
O=C(NC=1C=CC=C2C=CC=NC12)N3CCN(C4=CC=CC=C4C(F)(F)F)CC3,38.09,0.0,44.92,37.15,32.2,48.0,400.2,13.0,16.0,1.2,7.0,195.8,0.0,113.0,1.0,11180.0,105.6,8.48,8.23,47.57,4.63,22.0,3.0,6.0,0.0,0.0,48.47,562.7,348.3,214.3,458.7,104.0,4.1,4.1,7.56,11.76,3.38,0.0,198.0,3.0,4.0,1.0,51.63,8130,
O=C(NC=1C=CC=C2C=NC=CC12)N3CCN(C4=CC=CC=C4C(F)(F)F)CC3,37.93,0.0,44.55,37.13,32.12,48.0,400.2,13.0,16.0,1.2,7.0,216.5,0.0,113.0,1.0,11180.0,105.0,8.55,8.31,46.55,4.67,22.0,3.0,6.0,0.0,0.0,48.47,550.6,327.1,223.5,441.6,109.0,3.71,3.71,8.71,12.72,4.7,0.02,198.0,3.0,4.0,1.0,51.63,2280,
O=C(NC=1C=CC=C2C=NC=CC12)NC(C3=CC=C(C(F)(F)F)C=C3)C4CC4,37.52,0.0,48.14,37.75,26.66,46.0,385.1,12.0,16.0,1.26,9.0,269.8,0.0,106.4,1.0,9615.0,106.3,8.93,9.52,56.1,5.39,19.0,5.0,3.0,0.0,0.0,54.02,582.1,316.0,266.0,434.2,147.9,4.32,4.31,8.77,12.83,4.7,0.02,198.0,2.0,3.0,2.0,48.59,149,
O=C(NC=1C=CC=C2C=NC=CC12)NC(C3=CC=C(C(F)(F)F)C=C3)C4CCCC4,41.41,0.0,51.31,43.11,29.82,52.0,413.2,14.0,16.0,1.22,9.0,139.7,0.0,118.6,1.0,11270.0,108.8,7.91,9.92,66.64,6.55,21.0,5.0,5.0,1.0,0.0,54.02,607.3,342.0,265.2,459.9,147.4,5.2,5.2,8.77,12.83,4.7,0.02,198.0,2.0,3.0,2.0,48.59,476,
O=C(NC=1C=CC=C2C=NC=CC12)NC(C3=CC=C(C(F)(F)F)C=C3)C4CCCCC4,43.38,0.0,45.63,50.03,34.47,55.0,427.2,15.0,16.0,1.2,9.0,156.3,0.0,124.3,1.0,12320.0,110.4,8.92,10.0,64.19,5.83,22.0,5.0,6.0,0.0,0.0,54.02,609.2,347.0,262.1,464.7,144.5,5.65,5.64,8.77,12.83,4.7,0.02,198.0,2.0,3.0,2.0,48.59,287,
O=C(NC=1C=CC=C2C=NC=CC12)NC(C3=CC=CC=C3)C4=CC=C(C(F)(F)F)C=C4,40.82,0.0,41.86,34.01,46.58,49.0,421.1,9.0,22.0,1.2,9.0,132.3,0.0,124.3,1.0,12320.0,107.3,8.88,11.07,66.37,5.48,22.0,5.0,6.0,0.0,0.0,54.02,638.5,341.1,297.4,488.9,149.6,5.26,5.25,8.76,12.81,4.7,0.02,198.0,2.0,3.0,2.0,56.59,147,
O=C(NC=1C=CC=C2C=NC=CC12)NC(C3=CC=CC=C3)C4=CC=C(N5CCCCC5)C=C4,48.99,0.0,49.16,56.8,40.99,61.0,436.2,11.0,22.0,1.14,5.0,214.9,0.0,135.5,1.0,15950.0,123.0,10.02,11.88,69.78,5.86,28.0,5.0,6.0,0.0,0.0,57.26,678.4,455.5,222.8,628.5,49.84,5.34,5.3,9.11,12.81,5.45,0.08,198.0,3.0,4.0,2.0,43.37,171,
O=C(NC=1C=CC=C2C=NC=CC12)NC(C3=CC=CC=C3)C4=CC=CC=C4,38.28,0.0,30.95,39.4,44.47,46.0,353.2,5.0,22.0,1.36,5.0,125.1,0.0,102.2,1.0,7466.0,99.23,7.79,8.82,64.61,5.78,22.0,4.0,6.0,0.0,0.0,54.02,582.0,360.9,221.1,535.9,46.18,4.38,4.38,8.76,12.81,4.7,0.02,198.0,2.0,3.0,2.0,40.33,600,
O=C(NC=1C=CC=C2C=NC=CC12)NC3CCC4=CC(Cl)=CC=C4C3CC5=CC=CC=C5,47.63,0.0,50.86,50.28,41.73,56.0,441.2,10.0,22.0,1.22,6.0,169.1,0.0,131.8,1.0,13310.0,127.6,7.96,8.87,68.59,7.24,26.0,4.0,6.0,0.0,0.0,54.02,607.9,364.7,243.2,570.8,37.1,5.98,5.97,8.78,12.86,4.7,0.02,198.0,2.0,3.0,2.0,43.43,63,
O=C(NC=1C=CC=C2C=NC=CC12)NC3CCC4=CC(F)=CC=C4C3CC5CC5,41.78,0.0,44.31,47.46,33.58,53.0,389.2,13.0,16.0,1.09,6.0,276.1,0.0,114.4,1.0,9808.0,109.5,7.52,9.59,61.57,6.03,23.0,4.0,3.0,0.0,0.0,54.02,557.3,356.1,201.2,487.6,69.64,4.65,4.64,8.78,12.86,4.7,0.02,198.0,2.0,3.0,2.0,37.82,350,
O=C(NC=1C=CC=C2C=NC=CC12)NC3CCC4=CC(F)=CC=C4C3CC=5C=COC5,43.06,0.0,46.94,44.2,38.03,53.0,415.2,10.0,21.0,1.04,6.0,167.3,0.0,126.2,2.0,11970.0,118.6,7.68,8.95,62.23,6.51,25.0,4.0,5.0,0.0,1.0,67.16,575.4,358.8,216.6,488.3,87.11,4.66,4.65,8.78,12.86,4.7,0.02,198.0,2.0,3.0,2.0,46.91,83,
O=C(NC=1C=CC=C2C=NC=CC12)OCC3=CC=C(Br)C=C3,33.3,0.0,19.69,34.18,46.02,35.0,356.0,6.0,16.0,1.4,6.0,94.96,0.0,73.29,1.0,4775.0,92.84,8.8,6.21,41.37,4.74,16.0,4.0,6.0,0.0,0.0,51.22,533.8,280.8,253.0,471.7,62.05,4.1,4.09,8.69,12.72,4.67,0.01,198.0,3.0,4.0,1.0,33.52,318,
O=C(NC=1C=CC=C2C=NC=CC12)OCC3=CC=C(C(F)(F)F)C=C3,31.6,0.0,41.1,33.71,19.98,38.0,346.1,9.0,16.0,1.22,9.0,103.3,0.0,87.86,1.0,7859.0,95.26,8.9,6.21,42.61,4.74,16.0,5.0,6.0,0.0,0.0,51.22,562.9,283.5,279.4,397.5,165.4,4.2,4.2,8.69,12.72,4.67,0.01,198.0,3.0,4.0,1.0,49.78,37,
O=C(NC=1C=CC=C2C=NC=CC12)OCC3=CC=C(Cl)C=C3,31.87,0.0,20.59,33.61,41.41,35.0,312.1,6.0,16.0,1.4,6.0,95.83,0.0,73.29,1.0,4775.0,91.53,8.68,6.21,41.46,4.74,16.0,4.0,6.0,0.0,0.0,51.22,529.0,280.5,248.6,467.0,62.05,3.93,3.92,8.69,12.72,4.67,0.01,198.0,3.0,4.0,1.0,36.62,110,
O=C(NC1=CC=CC=C1)C2=CC=C(C3=NC=CC=C3C(F)(F)F)C=C2,32.03,0.0,43.12,32.4,20.56,38.0,342.1,7.0,18.0,1.32,7.0,181.6,0.0,89.89,1.0,6891.0,92.86,8.95,6.86,42.74,4.25,18.0,4.0,6.0,0.0,0.0,41.99,529.4,280.6,248.7,415.1,114.3,4.76,4.76,7.81,11.99,3.62,0.0,45.0,2.0,3.0,1.0,48.5,4000,
O=C(NC1CCCCC1)C2=NOC(C3=CC=C(C(F)(F)F)C=C3)=C2Cl,35.01,0.0,24.13,30.44,50.46,41.0,372.1,14.0,11.0,1.32,8.0,118.2,0.0,89.84,1.0,7003.0,100.3,9.31,8.54,42.43,4.47,17.0,4.0,5.0,0.0,1.0,55.13,532.9,274.2,258.8,368.6,164.3,4.65,4.65,4.43,11.81,-2.84,0.0,26.0,2.0,3.0,1.0,44.5,92,
O=C(NC1=CC=CC=C1)N2CCN(C(=O)C=3C=C(C4=CC=CC=C4)N=C5C=CC=CC35)CC2,47.82,0.0,49.39,33.57,60.51,57.0,436.2,11.0,22.0,1.13,5.0,245.0,0.0,136.1,1.0,16920.0,135.8,9.22,8.97,64.73,6.64,28.0,3.0,6.0,0.0,0.0,65.54,675.9,435.8,240.1,629.6,46.28,4.44,4.44,7.78,13.41,2.15,0.0,169.0,3.0,5.0,1.0,47.65,136.2,
O=C(NC1=CC=CC=C1)N2CCN(CC3=CC=C4C=CC=CC4=N3)CC2,38.33,0.0,36.77,27.24,51.0,48.0,346.2,10.0,16.0,1.0,4.0,131.6,0.0,93.13,1.0,9364.0,110.4,8.89,8.48,51.32,5.4,22.0,3.0,6.0,0.0,0.0,48.47,577.7,400.4,177.3,543.6,34.11,3.14,3.03,9.67,13.41,5.95,0.22,88.0,3.0,4.0,1.0,35.06,10000,
O=C(NC1=CC=CC=C1Br)NC2CCN(C3=CC=C(C(F)(F)F)C=N3)C2,37.03,0.0,28.45,35.11,47.54,42.0,428.0,14.0,12.0,1.38,9.0,155.0,0.0,92.69,1.0,9166.0,100.7,9.6,7.9,44.96,4.44,17.0,4.0,5.0,1.0,0.0,57.26,573.3,318.4,254.9,422.6,150.7,3.98,3.96,8.82,12.38,5.26,0.05,40.0,3.0,4.0,2.0,45.96,120,
O=C(NC1=CC=CC=C1Br)N2CCN(C3=CC=NC(Cl)=N3)CC2,34.99,0.0,40.62,37.18,27.18,38.0,395.0,11.0,12.0,1.37,5.0,193.7,0.0,78.72,1.0,5499.0,97.64,8.19,7.37,46.16,4.46,18.0,2.0,6.0,0.0,0.0,61.36,505.4,294.4,211.0,453.8,51.6,3.41,3.41,7.41,12.26,2.55,0.0,60.0,4.0,5.0,1.0,33.47,1072,
O=C(NC1=CC=CC=C1C(F)(F)F)N2CCN(C(=O)C=3C=C(C4=CC=CC=C4)N=C5C=CC=CC35)CC2,50.06,0.0,36.14,52.42,61.63,60.0,504.2,15.0,22.0,1.02,9.0,273.3,0.0,160.7,1.0,25050.0,142.7,9.2,8.82,69.74,6.62,28.0,4.0,6.0,0.0,0.0,65.54,702.5,423.9,278.6,584.2,118.3,5.32,5.32,7.14,12.14,2.15,0.0,169.0,3.0,5.0,1.0,63.91,47.1,
O=C(NC1=CC=CC=C1Cl)N2CCN(C(=O)C=3C=C(C4=CC=CC=C4)N=C5C=CC=CC35)CC2,49.9,0.0,52.03,38.3,59.36,57.0,470.2,12.0,22.0,1.1,6.0,250.3,0.0,142.2,1.0,18710.0,139.3,9.2,8.85,66.03,6.62,28.0,3.0,6.0,0.0,0.0,65.54,684.3,430.8,253.4,637.9,46.4,5.05,5.05,7.09,12.06,2.15,0.0,169.0,3.0,5.0,1.0,50.74,250.3,
O=C(NC1=CC=CC=C1F)N2CCC3=C(NC4=CC=CC=C34)C2,32.56,0.0,24.39,28.54,44.76,39.0,309.1,8.0,15.0,1.27,4.0,165.1,0.0,82.12,1.0,4714.0,96.05,8.17,7.35,44.49,4.52,19.0,1.0,5.0,0.0,1.0,48.13,498.1,331.7,166.3,434.5,63.54,3.25,3.25,3.79,11.4,-3.83,0.0,157.0,1.0,2.0,2.0,37.5,365,
O=C(NC1=CC=CC=C1F)N2CCN(C(=O)C=3C=C(C4=CC=CC=C4)N=C5C=CC=CC35)CC2,47.92,0.0,50.22,36.46,57.06,57.0,454.2,12.0,22.0,1.1,6.0,251.0,0.0,142.2,1.0,18710.0,136.4,9.2,8.89,65.19,6.63,28.0,3.0,6.0,0.0,0.0,65.54,678.2,444.9,233.3,608.1,70.06,4.59,4.59,6.79,11.42,2.15,0.0,169.0,3.0,5.0,1.0,53.13,125.2,
O=C(NC1=CC=CC=N1)N2CCN(C3=CC=CC=C3C(F)(F)F)CC2,32.5,0.0,38.81,33.81,24.89,42.0,350.1,13.0,12.0,1.32,7.0,217.9,0.0,89.89,1.0,6891.0,89.46,8.29,7.69,40.66,4.38,18.0,3.0,6.0,0.0,0.0,48.47,506.2,303.0,203.1,399.5,106.6,3.32,3.32,7.83,11.77,3.87,0.0,36.0,3.0,4.0,1.0,45.96,12100,
O=C(NC1CCOCC1)C2=NOC(C3=CC=C(C(F)(F)F)C=C3)=C2Cl,33.87,0.0,23.3,29.59,48.71,39.0,374.1,14.0,11.0,1.32,8.0,117.2,0.0,89.84,1.0,7003.0,98.26,9.06,8.56,41.66,4.45,17.0,4.0,5.0,0.0,1.0,64.36,535.6,285.2,250.4,356.9,178.7,2.81,2.81,4.44,11.81,-2.82,0.0,26.0,3.0,4.0,1.0,48.68,43,
O=C(NC1CCOCC1)C2=NOC(C3=CC=C(C(F)(F)F)C=C3)=C2CO,34.6,0.0,48.48,30.61,24.72,43.0,370.1,15.0,11.0,1.54,9.0,89.62,0.0,95.56,1.0,7554.0,94.18,9.06,7.87,44.08,4.84,17.0,5.0,5.0,0.0,1.0,84.59,548.5,328.9,219.6,354.2,194.3,1.44,1.44,5.2,12.74,-2.35,0.0,26.0,4.0,5.0,2.0,49.76,3162.28,
O=C(NC1=CN=C2C=CC=CC2=C1)C3CCN(C4=CC=CC(C(F)(F)F)=C4)CC3,38.42,0.0,37.91,47.75,29.59,49.0,399.2,13.0,16.0,1.13,7.0,182.6,0.0,110.6,1.0,12770.0,104.9,10.12,8.04,46.69,4.27,22.0,4.0,6.0,0.0,0.0,45.23,588.5,349.4,239.1,449.8,138.7,4.62,4.62,8.7,12.72,4.68,0.01,198.0,3.0,4.0,1.0,48.44,600,
O=C(NC1=CN=C2C=CC=CC2=C1)N3CCN(C4=CC=CC=C4C(F)(F)F)CC3,38.27,0.0,39.6,42.29,32.91,48.0,400.2,13.0,16.0,1.17,7.0,168.1,0.0,111.8,1.0,11980.0,107.4,9.43,7.79,42.54,4.51,22.0,3.0,6.0,0.0,0.0,48.47,565.7,353.3,212.4,458.1,107.6,4.1,4.1,7.89,12.16,3.59,0.0,198.0,3.0,4.0,1.0,51.62,526,
O=C(NC1=NC2=CC(F)=CC=C2S1)N3CCC(C4=NC=C(CC(O)CO)C=C4Cl)CC3,46.79,0.0,34.91,44.76,60.7,53.0,464.1,16.0,15.0,1.04,10.0,136.5,0.0,119.9,2.0,17350.0,116.8,11.16,10.33,54.37,4.74,21.0,5.0,5.0,0.0,1.0,98.58,633.9,448.8,185.1,481.8,152.1,2.97,2.97,6.78,10.55,3.0,0.0,198.0,5.0,6.0,3.0,49.54,5,
O=C(NC1=NC2=CC=C(C(F)(F)F)C=C2S1)N3CCC(F)(C4=NC=C(C(O)C(O)CO)C=C4Cl)CC3,48.59,0.0,38.31,48.44,59.01,57.0,548.1,21.0,15.0,1.11,15.0,154.3,0.0,150.8,2.0,27480.0,135.7,12.21,8.33,53.78,5.24,21.0,6.0,5.0,0.0,1.0,118.8,672.2,402.1,270.0,415.1,257.1,2.63,2.63,5.91,10.55,1.24,0.0,198.0,6.0,7.0,4.0,69.91,171,
O=C(NC1=NC2=CC=C(C(F)(F)F)C=C2S1)N3CCC(F)(C4=NC=C(CC(O)CO)C=C4Cl)CC3,47.89,0.0,39.47,46.49,57.72,56.0,532.1,20.0,15.0,1.13,14.0,151.0,0.0,144.3,2.0,25330.0,127.7,11.44,10.1,57.84,5.24,21.0,6.0,5.0,0.0,1.0,98.58,679.7,411.7,268.0,443.7,235.9,3.55,3.55,6.27,10.55,1.99,0.0,198.0,5.0,6.0,3.0,65.73,614,
O=C(NC1=NC2=CC=C(Cl)C=C2N1)N3CC=C(C4=NC=C(C(O)CO)C=C4Cl)CC3,45.71,0.0,34.42,39.76,62.94,49.0,447.1,15.0,15.0,1.09,9.0,130.9,0.0,115.5,2.0,14910.0,113.9,10.91,9.61,53.65,4.88,21.0,4.0,5.0,0.0,1.0,114.4,609.7,362.1,247.6,485.5,124.2,2.43,2.43,6.1,9.34,2.78,0.0,198.0,5.0,6.0,4.0,50.35,1809.9,
O=C(NC1=NC2=CC=C(Cl)C=C2N1)N3CCC(F)(C4=NC=C(C(O)CO)C=C4F)CC3,42.55,0.0,42.82,52.5,32.34,51.0,451.1,16.0,15.0,1.1,10.0,124.3,0.0,122.7,2.0,15680.0,117.8,10.69,9.19,48.84,4.47,21.0,4.0,5.0,0.0,1.0,114.4,603.6,370.7,232.8,450.5,153.0,1.67,1.67,5.88,9.35,2.39,0.0,198.0,5.0,6.0,4.0,55.73,1879.8,
O=C(NC1=NC2=CC=C(Cl)C=C2N1)N3CCC(F)(C4=NC=C(C(O)CO)C=C4Cl)CC3,44.58,0.0,53.07,44.29,36.39,51.0,467.1,16.0,15.0,1.1,10.0,136.4,0.0,122.7,2.0,15680.0,123.4,11.3,8.3,51.11,4.52,21.0,4.0,5.0,0.0,1.0,114.4,608.3,360.5,247.8,471.2,137.1,2.13,2.13,5.89,9.35,2.41,0.0,198.0,5.0,6.0,4.0,53.34,1312.9,
O=C(NC1=NC2=CC=C(Cl)C=C2N1)N3CCC(F)(C4=NC=C(C(O)CO)C=C4F)CC3,42.61,0.0,52.24,44.62,30.96,51.0,451.1,16.0,15.0,1.1,10.0,123.7,0.0,122.7,2.0,15680.0,121.0,11.3,8.3,48.78,4.42,21.0,4.0,5.0,0.0,1.0,114.4,604.5,371.2,233.3,449.8,154.7,1.67,1.67,5.88,9.35,2.39,0.0,198.0,5.0,6.0,4.0,55.73,3278.6,
O=C(NC1=NC2=CC=C(Cl)C=C2S1)C3=CC=C(C4=NC=C(CC(O)CO)C=C4F)C=C3,45.13,0.0,58.7,47.48,29.21,48.0,457.1,10.0,21.0,1.04,10.0,136.3,0.0,119.9,2.0,17350.0,132.2,12.58,6.09,35.87,3.88,21.0,6.0,5.0,0.0,1.0,95.34,659.9,381.2,278.7,508.9,151.0,4.34,4.34,5.95,9.2,2.68,0.0,198.0,5.0,6.0,3.0,55.14,10000,
O=C(NC1=NC2=CC=C(Cl)C=C2S1)N3CC=C(C4=NC=C(C(O)CO)C=C4Cl)CC3,46.89,0.0,34.55,44.68,61.43,48.0,464.0,15.0,15.0,1.09,9.0,143.8,0.0,115.5,2.0,14910.0,114.5,10.79,9.89,56.71,5.31,21.0,4.0,5.0,0.0,1.0,98.58,625.5,393.1,232.4,497.7,127.8,3.29,3.29,6.54,10.54,2.56,0.0,198.0,5.0,6.0,3.0,49.58,28.5,
O=C(NC1=NC2=CC=C(Cl)C=C2S1)N3CC=C(C4=NC=C(C(O)CO)C=C4F)CC3,44.95,0.0,32.29,41.56,61.02,48.0,448.1,15.0,15.0,1.09,9.0,168.9,0.0,115.5,2.0,14910.0,119.2,10.85,9.55,54.92,5.44,21.0,4.0,5.0,0.0,1.0,98.58,620.7,400.8,219.9,473.1,147.6,2.83,2.83,6.34,10.54,2.12,0.0,198.0,5.0,6.0,3.0,51.96,18.6,
O=C(NC1=NC2=CC=C(Cl)C=C2S1)N3CC=C(C4=NC=C(CO)C=C4Cl)CC3,43.89,0.0,33.01,40.6,58.06,44.0,434.0,13.0,15.0,1.17,7.0,138.5,0.0,105.1,2.0,11460.0,108.8,10.43,9.07,49.88,4.77,21.0,3.0,5.0,0.0,1.0,78.35,607.8,382.4,225.5,504.8,103.1,3.92,3.92,6.57,10.54,2.61,0.0,198.0,4.0,5.0,2.0,45.4,234.2,
O=C(NC1=NC2=CC=C(Cl)C=C2S1)N3CCC(F)(C4=NC=C(C(O)CO)C=C4F)CC3,43.78,0.0,44.12,54.18,33.04,50.0,468.1,16.0,15.0,1.1,10.0,136.6,0.0,122.7,2.0,15680.0,120.0,10.93,9.24,49.1,4.49,21.0,4.0,5.0,0.0,1.0,98.58,615.2,398.2,217.0,461.9,153.2,2.52,2.52,5.58,10.55,0.64,0.0,198.0,5.0,6.0,3.0,54.95,16.4,
O=C(NC1=NC2=CC=C(Cl)C=C2S1)N3CCC(F)(C4=NC=C(C(O)CO)C=C4Cl)CC3,45.8,0.0,55.33,45.11,36.97,50.0,484.1,16.0,15.0,1.1,10.0,148.8,0.0,122.7,2.0,15680.0,125.6,11.5,8.04,49.95,4.78,21.0,4.0,5.0,0.0,1.0,98.58,619.8,387.8,231.9,482.5,137.2,2.99,2.99,5.91,10.55,1.25,0.0,198.0,5.0,6.0,3.0,52.56,16.5,
O=C(NC1=NC2=CC=C(F)C=C2S1)C3=CC=C(C4=NC=C(CC(O)CO)C=C4F)C=C3,42.83,0.0,57.58,43.04,27.89,48.0,441.1,10.0,21.0,1.04,10.0,136.2,0.0,119.9,2.0,17350.0,129.3,12.27,5.98,35.89,3.88,21.0,6.0,5.0,0.0,1.0,95.34,648.7,410.6,238.1,464.2,184.4,3.88,3.88,5.96,9.22,2.68,0.0,198.0,5.0,6.0,3.0,57.53,598,
O=C(NC1=NC2=CC=C(F)C=C2S1)N3CC=C(C4=NC=C(C(O)CO)C=C4Cl)CC3,44.56,0.0,33.88,40.19,59.61,48.0,448.1,15.0,15.0,1.09,9.0,143.2,0.0,115.5,2.0,14910.0,112.9,10.93,9.54,54.24,4.86,21.0,4.0,5.0,0.0,1.0,98.58,610.7,402.9,207.8,452.6,158.1,2.83,2.83,6.55,10.54,2.56,0.0,198.0,5.0,6.0,3.0,51.97,51,
O=C(NC1=NC2=CC=C(F)C=C2S1)N3CC=C(C4=NC=C(C(O)CO)C=C4F)CC3,42.6,0.0,31.14,38.89,57.79,48.0,432.1,15.0,15.0,1.09,9.0,168.8,0.0,115.5,2.0,14910.0,115.8,10.54,9.55,57.0,5.44,21.0,4.0,5.0,0.0,1.0,98.58,609.5,413.9,195.6,428.5,181.1,2.37,2.37,6.34,10.54,2.12,0.0,198.0,5.0,6.0,3.0,54.35,439.4,
O=C(NC1=NC2=CC=C(F)C=C2S1)N3CC=C(C4=NC=C(CO)C=C4Cl)CC3,41.51,0.0,31.73,38.13,54.67,44.0,418.1,13.0,15.0,1.17,7.0,138.4,0.0,105.1,2.0,11460.0,105.8,10.28,8.3,48.97,4.77,21.0,3.0,5.0,0.0,1.0,78.35,596.7,395.4,201.3,460.2,136.5,3.46,3.46,6.57,10.55,2.61,0.0,198.0,4.0,5.0,2.0,47.79,244.8,
O=C(NC1=NC2=CC=C(F)C=C2S1)N3CC=C(C4=NC=CC=C4Cl)CC3,38.18,0.0,35.89,29.84,48.8,40.0,388.1,11.0,15.0,1.05,5.0,134.0,0.0,95.05,2.0,8541.0,99.33,9.5,8.58,44.56,4.42,21.0,2.0,5.0,0.0,1.0,58.12,554.9,358.8,196.1,458.0,96.91,4.22,4.22,6.79,10.55,3.02,0.0,198.0,3.0,4.0,1.0,43.61,943,
