Chemical Identifiers,Descriptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Output,
SMILES,averagemolecularpolarizability_pH_7.4,formalcharge_pH_6.5,tholepolarizability_a_xx_pH_7.4,tholepolarizability_a_yy_pH_7.4,tholepolarizability_a_zz_pH_7.4,atomcount,exactmass,aliphaticatomcount,aromaticatomcount,balabanindex,chainatomcount,dreidingenergy,fusedaliphaticringcount,hararyindex,heteroaromaticringcount,hyperwienerindex,maximalprojectionarea,maximalprojectionradius,maximalprojectionsize,minimalprojectionarea,minimalprojectionradius,ringatomcount,rotatablebondcount,smallestringsize,aliphaticringcountofsize_5,aromaticringcountofsize_5,polarsurfacearea_pH_7.4,asa_ASA_pH_7.4,asa_ASA+_pH_7.4,asa_ASA-_pH_7.4,asa_ASA_H_pH_7.4,asa_ASA_P_pH_7.4,logp,logd_pH_6.5,isoelectricpoint,apKa1,apKb1,averagemicrospeciescharge_Charge_pH_6.5,resonantcount,acceptorcount_pH_7.4,acceptorsitecount_pH_7.4,donorsitecount_pH_6.5,hmopienergy_pH_7.4, IC 50,
CC1(C)CC(NC(=O)NCC2=CC=C(NS(C)(=O)=O)C(F)=C2)C3=CC=C(F)C(F)=C3O1,42.73,0.0,43.07,31.51,53.6,53.0,457.1,19.0,12.0,1.44,15.0,233.4,0.0,122.1,0.0,15020.0,115.4,9.56,7.37,55.97,5.34,16.0,4.0,6.0,0.0,0.0,93.73,651.2,365.3,285.9,443.0,208.1,1.82,1.73,2.62,7.05,-1.79,-0.22,28.0,5.0,8.0,3.0,55.11,1150,
CC1(C)CC(NC(=O)NCC2=CC=C(NS(C)(=O)=O)C(F)=C2)C3=CC=C(F)C=C3O1,42.65,0.0,42.91,53.68,31.37,53.0,439.1,18.0,12.0,1.46,14.0,233.4,0.0,115.6,0.0,13790.0,113.9,9.56,7.37,55.96,5.34,16.0,4.0,6.0,0.0,0.0,93.73,647.6,387.5,260.1,465.2,182.5,1.68,1.58,2.62,7.05,-1.79,-0.22,28.0,5.0,8.0,3.0,49.62,747,
CC1(C)CC(NC(=O)NCC2=CC=C(NS(C)(=O)=O)C(F)=C2)C3=CC=CC=C3O1,42.53,0.0,42.65,53.67,31.28,53.0,421.1,17.0,12.0,1.3,13.0,233.6,0.0,109.9,0.0,12340.0,112.1,9.56,7.37,53.9,5.08,16.0,4.0,6.0,0.0,0.0,93.73,640.8,394.1,246.6,491.4,149.4,1.54,1.44,2.62,7.05,-1.79,-0.22,28.0,5.0,8.0,3.0,44.14,7560,
CC1(C)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CC3)C4=CC(F)=CC=C4O1,39.87,0.0,50.94,43.42,25.23,50.0,383.2,16.0,12.0,1.28,8.0,138.1,0.0,108.4,0.0,9183.0,99.29,8.4,7.52,50.9,5.05,20.0,2.0,6.0,0.0,0.0,79.46,567.5,388.2,179.3,451.7,115.8,3.0,3.0,4.98,13.08,-3.05,0.0,12.0,3.0,5.0,3.0,42.65,4900,
CC1(C)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CO3)C4=CC(F)=CC=C4O1,38.74,0.0,49.72,42.61,23.9,48.0,385.1,16.0,12.0,1.28,8.0,137.8,0.0,108.4,0.0,9183.0,97.82,8.38,7.55,49.77,5.05,20.0,2.0,6.0,0.0,0.0,88.69,568.3,390.6,177.7,429.1,139.2,2.24,2.24,4.27,11.48,-2.95,0.0,24.0,4.0,6.0,3.0,46.95,38000,
CC1(C)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)N(CCO)C3)C4=CC(F)=CC=C4O1,44.73,0.0,35.18,42.41,56.59,56.0,428.2,19.0,12.0,1.15,11.0,146.3,0.0,124.2,0.0,14000.0,109.9,9.4,9.01,58.72,5.05,20.0,4.0,6.0,0.0,0.0,102.9,608.7,434.1,174.6,479.1,129.6,1.87,1.87,5.03,12.58,-2.55,0.0,16.0,4.0,6.0,4.0,50.01,380,
CC1(C)CCOC2=CC(NC(=O)N3CC=C(C4=NC=C(C(O)CO)C=C4F)CC3)=CC=C21,47.57,0.0,36.78,41.8,64.14,60.0,441.2,20.0,12.0,1.21,10.0,192.3,0.0,127.4,1.0,18440.0,123.6,10.76,9.22,58.16,5.11,22.0,4.0,6.0,0.0,0.0,94.92,635.8,470.3,165.5,504.9,130.8,2.31,2.31,7.48,12.99,2.12,0.0,40.0,5.0,6.0,3.0,47.22,55.1,
CC1(O)CCC2=CC=CC(NC3=NC=C(C4=CC=C(C(F)(F)F)C=C4)O3)=C2C1,38.8,0.0,24.44,38.19,53.78,47.0,388.1,11.0,17.0,1.24,7.0,198.9,0.0,107.4,1.0,10230.0,114.4,9.22,6.1,45.79,5.09,21.0,4.0,5.0,0.0,1.0,58.29,576.7,346.1,230.6,418.2,158.5,4.83,4.83,6.5,11.83,1.17,0.0,14.0,3.0,3.0,2.0,50.05,840,
CC=1NC2=CC=C(O)C=C2C1C(C)CNC(=O)C3=CC=C(OC(F)(F)F)C=C3,37.01,0.0,44.0,37.26,29.77,47.0,392.1,13.0,15.0,1.34,13.0,128.9,0.0,104.4,1.0,11100.0,108.7,9.4,7.67,49.4,5.47,15.0,6.0,5.0,0.0,1.0,74.35,610.6,343.1,267.5,393.7,216.9,4.85,4.85,4.53,9.55,-0.48,0.0,160.0,3.0,4.0,3.0,53.83,3280,
CC=1C(C(=O)NC2CCCC(O)C2)=NOC1C3=CC=C(C(F)(F)F)C(F)=C3,35.9,0.0,32.1,24.34,51.25,45.0,386.1,16.0,11.0,1.48,10.0,91.34,0.0,101.3,1.0,8745.0,104.9,9.63,6.72,37.24,4.34,17.0,4.0,5.0,0.0,1.0,75.36,554.5,327.5,226.9,349.1,205.4,3.24,3.24,5.48,12.93,-2.16,0.0,26.0,3.0,4.0,2.0,51.07,1.995,
CC1=C(Cl)C=CC=C1N2CCC(C(=O)NC3=CC=C4C(=C3)NC(=O)CO4)CC2,42.3,0.0,28.38,38.92,59.6,50.0,399.1,16.0,12.0,1.19,6.0,157.2,0.0,105.8,0.0,10960.0,113.4,10.15,7.15,44.18,4.93,22.0,3.0,6.0,0.0,0.0,70.67,579.9,399.2,180.7,482.9,97.02,3.49,3.49,7.72,11.49,3.97,0.0,19.0,4.0,6.0,2.0,40.11,100,
CC1=CC(Br)=CC=C1C(=O)NC2=CC=C3SC(CO)=NC3=C2,35.91,0.0,33.85,53.31,20.58,35.0,376.0,7.0,15.0,1.49,7.0,135.0,0.0,75.15,1.0,4308.0,97.24,9.08,6.58,38.22,4.11,15.0,3.0,5.0,0.0,1.0,62.22,536.6,338.3,198.3,442.0,94.62,3.79,3.79,6.07,10.83,1.32,0.0,198.0,3.0,4.0,2.0,33.3,52.3,
CC1=CC(C(=O)NC2=CC=C(C(F)(F)F)C=C2)=CC=C1C3=NC=CC=C3C,37.18,0.0,31.68,25.34,54.51,44.0,370.1,9.0,18.0,1.4,9.0,130.4,0.0,99.72,1.0,9673.0,104.0,9.58,6.9,38.77,4.31,18.0,4.0,6.0,0.0,0.0,41.99,599.5,371.6,227.8,456.0,143.4,5.79,5.78,8.1,11.7,4.52,0.01,45.0,2.0,3.0,1.0,48.5,233,
CC1=CC(C(=O)NC2=CC=C(C(F)(F)F)C=C2)=CC=C1C3=NC=CC=C3C(F)(F)F,37.46,0.0,31.78,25.95,54.64,44.0,424.1,12.0,18.0,1.5,12.0,142.8,0.0,117.1,1.0,13300.0,102.0,9.58,7.44,44.42,4.5,18.0,5.0,6.0,0.0,0.0,41.99,602.0,330.6,271.4,390.7,211.3,6.15,6.15,7.52,11.65,3.39,0.0,45.0,2.0,3.0,1.0,64.76,257,
CC1=CC(C(C)(C)C)=CC=C1C(C)NC(=O)NC=2C=CC=C3C=NC=CC23,41.28,0.0,44.35,41.3,38.2,54.0,361.2,11.0,16.0,1.43,11.0,167.3,0.0,100.3,1.0,8971.0,112.6,9.11,8.33,54.26,5.66,16.0,4.0,6.0,0.0,0.0,54.02,621.4,426.8,194.5,573.7,47.65,5.07,5.07,8.77,12.84,4.7,0.02,198.0,2.0,3.0,2.0,32.33,46,
CC1CC(C)CN(C2=NC(C(F)(F)F)=CC=C2CNC(=O)C(C)C3=CC=C(NS(C)(=O)=O)C(F)=C3)C1,52.05,0.0,36.33,51.0,68.83,66.0,530.2,24.0,12.0,1.49,18.0,258.1,0.0,151.4,1.0,23030.0,124.5,10.11,9.03,71.24,5.73,18.0,7.0,6.0,0.0,0.0,88.6,770.9,450.6,320.3,539.0,232.0,4.14,4.05,4.78,7.05,2.51,-0.22,117.0,6.0,9.0,2.0,56.59,25.6,
CC1=CC(C2=NC=CC=C2C)=CC=C1C(=O)NC3=CC=C(C(F)(F)F)C=C3,37.18,0.0,25.09,32.44,54.0,44.0,370.1,9.0,18.0,1.4,9.0,166.1,0.0,99.76,1.0,9610.0,104.1,9.6,6.23,39.64,4.39,18.0,4.0,6.0,0.0,0.0,41.99,608.1,377.3,230.8,467.5,140.6,5.79,5.78,8.27,11.79,4.75,0.02,45.0,2.0,3.0,1.0,48.5,4000,
CC1=CC(Cl)=CC=C1C(=O)NC2=CC=C3SC(CO)=NC3=C2,34.63,0.0,33.01,51.12,19.76,35.0,332.0,7.0,15.0,1.49,7.0,135.9,0.0,75.15,1.0,4308.0,95.96,8.96,6.57,37.25,4.11,15.0,3.0,5.0,0.0,1.0,62.22,532.0,347.2,184.8,437.4,94.62,3.63,3.63,6.07,10.83,1.32,0.0,198.0,3.0,4.0,2.0,36.41,85.9,
CC1=CC(CNC(=O)NC=2C=CC=C3NN=CC23)=CC=C1N4C5CCCC4CC5,43.97,0.0,34.41,38.51,58.99,56.0,389.2,14.0,15.0,0.97,6.0,279.4,2.0,111.9,1.0,12510.0,111.9,9.91,7.74,48.75,5.13,23.0,4.0,5.0,1.0,1.0,73.05,567.0,409.1,157.9,484.6,82.4,4.15,4.14,8.61,12.38,4.89,0.02,198.0,3.0,4.0,3.0,35.74,19.8,
CC1=CC(NC(=O)COC2=CC=C(C(C)(C)C)C=C2)=CN=C1N(C)CCO,42.4,0.0,37.8,35.35,54.06,56.0,371.2,15.0,12.0,1.59,15.0,189.8,0.0,95.06,1.0,11590.0,115.7,10.99,6.86,50.77,4.74,12.0,8.0,6.0,0.0,0.0,74.69,654.4,457.0,197.4,565.2,89.19,3.58,3.47,9.18,12.38,5.98,0.23,92.0,5.0,6.0,2.0,35.0,130,
CC1=CC(NC(=O)N2CC=C(C3=NC=C(C(O)CO)C=C3Cl)CC2)=CC=C1OC(F)(F)F,44.44,0.0,37.08,39.38,56.86,53.0,471.1,20.0,12.0,1.32,14.0,179.2,0.0,124.4,1.0,19570.0,116.4,10.94,8.92,53.26,4.99,18.0,6.0,6.0,0.0,0.0,94.92,664.8,408.7,256.1,452.4,212.4,3.8,3.8,7.85,13.21,2.56,0.0,50.0,5.0,6.0,3.0,61.09,346.05,
CC1=CC(NC(=O)N2CC=C(C3=NC=C(C(O)CO)C=C3F)CC2)=CC=C1OC(F)(F)F,42.5,0.0,34.86,36.56,56.07,53.0,455.1,20.0,12.0,1.32,14.0,183.6,0.0,124.4,1.0,19570.0,119.7,10.82,8.92,53.62,4.68,18.0,6.0,6.0,0.0,0.0,94.92,660.6,422.1,238.5,427.5,233.0,3.34,3.34,7.6,13.18,2.12,0.0,50.0,5.0,6.0,3.0,63.47,9.2,
CC1=CC(NC(=O)N2CC=C(C3=NC=C(CC(O)CO)C=C3Cl)CC2)=CC=C1C(F)(F)F,45.62,0.0,35.56,39.71,61.58,55.0,469.1,20.0,12.0,1.32,14.0,169.5,0.0,124.5,1.0,19600.0,116.8,11.07,11.37,51.56,4.64,18.0,6.0,6.0,0.0,0.0,85.69,663.8,438.1,225.8,481.5,182.4,3.54,3.54,8.25,13.29,3.26,0.0,40.0,4.0,5.0,3.0,56.78,40,
CC1=CC(NC(=O)N2CCC(F)(C3=NC=C(C(O)CO)C=C3Cl)CC2)=CC=C1OC(F)(F)F,43.4,0.0,40.77,38.43,51.0,55.0,491.1,21.0,12.0,1.32,15.0,216.1,0.0,131.8,1.0,20550.0,120.7,10.61,9.68,57.5,4.79,18.0,6.0,6.0,0.0,0.0,94.92,665.2,413.2,252.0,437.6,227.6,3.5,3.5,7.17,13.19,1.24,0.0,30.0,5.0,6.0,3.0,64.08,10.1,
CC1=CC(NC(=O)N2CCC(F)(C3=NC=C(C(O)CO)C=C3F)CC2)=CC=C1OC(F)(F)F,41.57,0.0,35.02,39.75,49.94,55.0,475.2,21.0,12.0,1.32,15.0,203.0,0.0,131.8,1.0,20550.0,121.8,11.24,9.35,55.17,4.79,18.0,6.0,6.0,0.0,0.0,94.92,662.8,425.7,237.1,416.6,246.2,3.04,3.04,6.86,13.16,0.62,0.0,30.0,5.0,6.0,3.0,66.46,15.5,
CC1=CC(NC(=O)N2CCC(F)(C3=NC=C(CC(O)CO)C=C3F)CC2)=CC=C1OC(F)(F)F,43.49,0.0,36.57,41.04,52.87,58.0,489.2,22.0,12.0,1.43,16.0,204.8,0.0,136.4,1.0,23540.0,121.2,11.07,9.34,58.01,4.89,18.0,7.0,6.0,0.0,0.0,94.92,687.2,447.1,240.0,446.5,240.7,3.33,3.33,7.44,13.61,1.37,0.0,30.0,5.0,6.0,3.0,66.46,46,
CC1=CC(NC(=O)N2CCC(F)(C3=NC=CC=C3F)CC2)=CC=C1OC(F)(F)F,35.47,0.0,40.81,34.79,30.83,47.0,415.1,17.0,12.0,1.31,11.0,193.8,0.0,110.4,1.0,12560.0,108.4,9.68,8.15,48.93,4.96,18.0,4.0,6.0,0.0,0.0,54.46,596.6,379.8,216.8,416.0,180.6,4.44,4.44,7.42,13.76,1.06,0.0,30.0,3.0,4.0,1.0,58.1,100,
CC1=CC(O)=C(C(C)C)C=C1CCC(=O)CC(O)CC2=CC=CC=C2,39.13,0.0,42.5,45.93,28.97,53.0,340.2,13.0,12.0,1.57,13.0,112.6,0.0,85.86,0.0,7877.0,107.2,9.56,7.76,50.1,5.19,12.0,8.0,6.0,0.0,0.0,57.53,609.5,435.5,174.1,550.1,59.37,5.33,5.33,3.63,10.09,-2.8,0.0,2.0,3.0,4.0,2.0,27.79,35300,
CC1=CC(O)=C(C(C)C)C=C1CCC(=O)CC(O)CCCCCCC2=CC=CC=C2,49.98,0.0,49.99,36.68,63.27,68.0,410.3,18.0,12.0,1.47,18.0,125.1,0.0,105.9,0.0,19650.0,130.7,12.5,8.36,65.31,5.15,12.0,13.0,6.0,0.0,0.0,57.53,762.6,553.4,209.2,701.9,60.67,7.56,7.56,3.65,10.09,-2.76,0.0,2.0,3.0,4.0,2.0,27.79,1300,
CC1=CC(OC(C)C)=CC=C1C(=O)NC2=CC=C3SC(CO)=NC3=C2,39.46,0.0,36.64,24.15,57.6,45.0,356.1,10.0,15.0,1.29,10.0,189.8,0.0,89.04,1.0,7278.0,107.2,9.86,6.17,43.17,5.33,15.0,5.0,5.0,0.0,1.0,71.45,626.1,432.6,193.5,520.6,105.5,3.64,3.64,6.17,11.04,1.32,0.0,198.0,4.0,5.0,2.0,37.62,46.7,
CC=1C=C2C(NC(=O)NC3CC(C)(C)OC4=C(F)C=C(F)C=C43)=CC=CC2=CN1,39.98,0.0,46.12,44.34,29.49,50.0,397.2,13.0,16.0,1.31,9.0,158.0,0.0,116.0,1.0,9213.0,98.89,8.09,10.84,56.44,5.19,20.0,2.0,6.0,0.0,0.0,63.25,604.3,409.3,195.0,499.7,104.6,3.5,3.47,9.07,12.83,5.33,0.06,191.0,3.0,4.0,2.0,47.61,32,
CC=1C=C2C(NC(=O)NC3CC(C)(C)OC4=CC(F)=CC=C43)=CC=CC2=CN1,39.87,0.0,46.12,43.99,29.49,50.0,379.2,12.0,16.0,1.33,8.0,158.2,0.0,109.6,1.0,8505.0,98.19,8.09,11.32,57.64,5.28,20.0,2.0,6.0,0.0,0.0,63.25,602.5,412.4,190.1,519.8,82.7,3.36,3.33,9.07,12.83,5.33,0.06,191.0,3.0,4.0,2.0,42.13,3,
CC=1C=C2C(NC(=O)NC3CC(CF)(CF)OC4=CC(Cl)=CC=C43)=CC(C(F)(F)F)=CC2=CN1,44.88,0.0,54.03,47.49,33.12,53.0,499.1,18.0,16.0,1.38,14.0,169.1,0.0,146.3,1.0,14940.0,110.7,8.34,11.9,68.81,5.86,20.0,5.0,6.0,0.0,0.0,63.25,662.6,391.3,271.3,473.9,188.7,4.39,4.37,8.93,12.63,5.22,0.05,191.0,3.0,4.0,2.0,66.84,36,
CC=1C=C2C(NC(=O)NC3CC(CF)(CF)OC4=CC(Cl)=CC=C43)=CC=C(C)C2=CN1,44.63,0.0,52.49,49.01,32.39,53.0,445.1,15.0,16.0,1.25,11.0,176.4,0.0,127.5,1.0,11460.0,106.2,8.42,11.9,62.52,5.6,20.0,4.0,6.0,0.0,0.0,63.25,644.0,422.2,221.9,552.2,91.87,4.02,3.95,9.41,13.01,5.78,0.16,191.0,3.0,4.0,2.0,50.58,97,
CC=1C=C2C(NC(=O)NC3CC(CF)(CF)OC4=CC(Cl)=CC=C43)=CC=CC2=CN1,42.41,0.0,50.51,45.48,31.23,50.0,431.1,14.0,16.0,1.28,10.0,161.4,0.0,121.3,1.0,10330.0,102.6,8.34,11.9,61.15,5.6,20.0,4.0,6.0,0.0,0.0,63.25,609.7,394.2,215.5,516.5,93.19,3.51,3.48,9.07,12.83,5.33,0.06,191.0,3.0,4.0,2.0,50.58,9,
CC=1C=C2C(NC(=O)NC3CCC(C)(C4=CC=CC=C4)C3)=C(F)C=CC2=CN1,40.57,0.0,41.21,48.81,31.67,52.0,377.2,12.0,16.0,1.26,7.0,129.3,0.0,107.8,1.0,9517.0,113.9,9.1,7.22,52.2,5.72,21.0,3.0,5.0,1.0,0.0,54.02,601.4,431.4,170.0,533.2,68.17,4.22,4.19,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,37.81,21,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC(F)=C4)C3)=C(F)C=CC2=CN1,39.18,0.0,47.03,40.24,30.26,49.0,381.2,12.0,16.0,1.23,7.0,106.8,0.0,106.5,1.0,10050.0,105.4,9.13,8.52,48.81,5.21,21.0,3.0,5.0,1.0,0.0,54.02,598.4,407.2,191.3,501.5,96.89,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,5.4,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)=C(F)C=CC2=CN1,38.99,0.0,39.79,46.61,30.56,49.0,363.2,11.0,16.0,1.27,6.0,107.2,0.0,101.1,1.0,8804.0,104.1,9.13,8.04,47.9,5.21,21.0,3.0,5.0,1.0,0.0,54.02,593.0,420.7,172.3,525.7,67.29,3.92,3.89,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,37.81,5,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4F)C3)=C(F)C=CC2=CN1,39.11,0.0,40.18,46.61,30.52,49.0,381.2,12.0,16.0,1.24,7.0,108.5,0.0,106.9,1.0,9845.0,105.8,9.13,8.04,50.03,5.21,21.0,3.0,5.0,1.0,0.0,54.02,594.9,409.9,185.0,507.3,87.53,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,3.3,
CC=1C=C2C(NC(=O)NC3CCC(C4=NC(C)=CS4)C3)=C(F)C=CC2=CN1,40.46,0.0,41.04,48.81,31.53,48.0,384.1,12.0,15.0,1.27,7.0,115.4,0.0,101.3,2.0,8801.0,106.6,9.35,8.03,50.6,5.21,20.0,3.0,5.0,1.0,1.0,66.91,630.8,483.4,147.5,543.1,87.7,2.83,2.8,8.3,11.15,5.45,0.08,198.0,3.0,4.0,2.0,37.86,507,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC(F)=C4)C3)=C(F)C=CC2=CN1,39.24,0.0,40.27,45.99,31.47,49.0,381.2,12.0,16.0,1.23,7.0,106.1,0.0,106.5,1.0,10050.0,107.9,9.17,8.64,50.82,5.21,21.0,3.0,5.0,1.0,0.0,54.02,599.7,408.2,191.4,501.9,97.79,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,2,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)=C(F)C=CC2=CN1,39.15,0.0,39.93,46.17,31.34,49.0,363.2,11.0,16.0,1.27,6.0,106.5,0.0,101.1,1.0,8804.0,106.7,9.17,8.64,48.83,5.21,21.0,3.0,5.0,1.0,0.0,54.02,594.2,421.8,172.4,526.0,68.26,3.92,3.89,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,37.81,4,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4F)C3)=C(F)C=CC2=CN1,39.24,0.0,46.26,40.11,31.35,49.0,381.2,12.0,16.0,1.24,7.0,107.8,0.0,106.9,1.0,9845.0,107.9,9.17,8.64,49.38,5.21,21.0,3.0,5.0,1.0,0.0,54.02,596.9,411.3,185.6,507.6,89.26,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,5.6,
CC=1C=C2C(NC(=O)NC3CCC(C4=NC(C)=CS4)C3)=C(F)C=CC2=CN1,40.47,0.0,46.32,42.52,32.57,48.0,384.1,12.0,15.0,1.27,7.0,115.1,0.0,101.3,2.0,8801.0,108.7,9.42,8.64,46.72,5.21,20.0,3.0,5.0,1.0,1.0,66.91,633.2,485.5,147.7,544.7,88.54,2.83,2.8,8.3,11.15,5.45,0.08,198.0,3.0,4.0,2.0,37.86,324,
CC=1C=C2C(NC(=O)NC3CCC(C4=NC=C(C)O4)C3)=C(F)C=CC2=CN1,38.74,0.0,44.89,39.89,31.43,48.0,368.2,12.0,15.0,1.27,7.0,98.66,0.0,101.3,2.0,8801.0,106.3,9.35,8.64,47.28,5.21,20.0,3.0,5.0,1.0,1.0,80.05,632.0,482.3,149.7,540.7,91.27,2.19,2.15,8.3,11.15,5.45,0.08,198.0,3.0,4.0,2.0,39.55,5755,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC(F)=C4)C3)=C(F)C=CC2=CN1,38.53,0.0,43.35,40.9,31.32,49.0,381.2,12.0,16.0,1.23,7.0,106.9,0.0,106.5,1.0,10050.0,103.0,8.72,10.83,54.15,5.72,21.0,3.0,5.0,1.0,0.0,54.02,599.4,407.6,191.8,501.6,97.81,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,8.9,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)=C(F)C=CC2=CN1,38.43,0.0,43.51,40.83,30.96,49.0,363.2,11.0,16.0,1.27,6.0,107.3,0.0,101.1,1.0,8804.0,102.0,8.71,10.83,53.02,5.21,21.0,3.0,5.0,1.0,0.0,54.02,594.0,421.1,172.9,525.8,68.21,3.92,3.89,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,37.81,7,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4F)C3)=C(F)C=CC2=CN1,38.51,0.0,40.9,43.41,31.23,49.0,381.2,12.0,16.0,1.24,7.0,108.6,0.0,106.9,1.0,9845.0,102.9,9.01,7.92,53.42,5.21,21.0,3.0,5.0,1.0,0.0,54.02,596.5,410.5,186.0,507.3,89.2,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,5.3,
CC=1C=C2C(NC(=O)NC3CCC(C4=NC(C)=CS4)C3)=C(F)C=CC2=CN1,39.72,0.0,44.22,42.12,32.81,48.0,384.1,12.0,15.0,1.27,7.0,115.4,0.0,101.3,2.0,8801.0,105.0,9.34,7.86,50.8,5.21,20.0,3.0,5.0,1.0,1.0,66.91,632.3,484.4,147.9,543.7,88.67,2.83,2.8,8.3,11.15,5.45,0.08,198.0,3.0,4.0,2.0,37.86,1789,
CC=1C=C2C(NC(=O)NC3CCC(C4=NC=C(C)O4)C3)=C(F)C=CC2=CN1,38.02,0.0,39.13,43.31,31.62,48.0,368.2,12.0,15.0,1.27,7.0,99.0,0.0,101.3,2.0,8801.0,105.0,9.39,6.99,49.79,5.27,20.0,3.0,5.0,1.0,1.0,80.05,631.3,481.5,149.9,540.0,91.38,2.19,2.15,8.3,11.15,5.45,0.08,198.0,3.0,4.0,2.0,39.55,1464,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC(F)=C4)C3)=C(F)C=CC2=CN1,38.65,0.0,32.48,40.25,43.24,49.0,381.2,12.0,16.0,1.23,7.0,107.0,0.0,106.5,1.0,10050.0,106.8,8.91,9.12,50.23,5.28,21.0,3.0,5.0,1.0,0.0,54.02,600.3,408.0,192.4,501.6,98.69,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,3.5,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)=C(F)C=CC2=CN1,38.54,0.0,43.04,40.27,32.32,49.0,363.2,11.0,16.0,1.27,6.0,107.4,0.0,101.1,1.0,8804.0,105.7,8.91,8.64,48.96,5.28,21.0,3.0,5.0,1.0,0.0,54.02,594.9,421.5,173.4,525.7,69.15,3.92,3.89,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,37.81,13,
CC=1C=C2C(NC(=O)NC3CCC(C4=CC=CC=C4F)C3)=C(F)C=CC2=CN1,38.62,0.0,40.38,43.14,32.35,49.0,381.2,12.0,16.0,1.24,7.0,108.7,0.0,106.9,1.0,9845.0,106.7,8.91,8.64,50.82,5.28,21.0,3.0,5.0,1.0,0.0,54.02,597.3,410.9,186.4,507.3,89.98,4.07,4.03,8.3,11.15,5.45,0.08,191.0,2.0,3.0,2.0,43.3,8.6,
CC=1C=C2C(NC(=O)NC3CCC(C4=NC(C)=CS4)C3)=C(F)C=CC2=CN1,39.88,0.0,45.5,40.17,33.95,48.0,384.1,12.0,15.0,1.27,7.0,116.1,0.0,101.3,2.0,8801.0,106.8,9.37,8.27,49.53,5.28,20.0,3.0,5.0,1.0,1.0,66.91,632.9,484.4,148.5,543.6,89.32,2.83,2.8,8.3,11.15,5.45,0.08,198.0,3.0,4.0,2.0,37.86,156,
CC=1C=C2C(NC(=O)NCC3=CC=C(N4CC5=CC=CC=C5C4)C(F)=C3)=CC=CC2=CN1,46.42,0.0,37.95,40.6,60.71,55.0,426.2,10.0,22.0,1.05,7.0,210.8,0.0,127.3,1.0,18330.0,124.4,10.81,8.26,53.5,5.19,25.0,4.0,5.0,1.0,0.0,57.26,695.0,477.2,217.8,621.7,73.37,4.46,4.43,9.08,12.85,5.33,0.06,191.0,3.0,4.0,2.0,48.85,7360,
CC=1C=C2C(NC(=O)NCC3=CC=C(N4CCCC4)C(F)=C3)=CC=CC2=CN1,40.93,0.0,31.25,39.01,52.52,51.0,378.2,12.0,16.0,1.16,7.0,177.4,0.0,104.6,1.0,11250.0,110.8,9.66,7.75,50.73,5.57,21.0,4.0,5.0,1.0,0.0,57.26,629.3,448.4,180.9,556.5,72.82,3.39,3.36,9.08,12.85,5.33,0.06,191.0,3.0,4.0,2.0,40.85,15.5,
CC=1C=C2C(NC(=O)NCC3=CC=C(N4CCCCCC4)C=C3)=CC=CC2=CN1,44.39,0.0,43.91,35.27,53.99,57.0,388.2,13.0,16.0,1.09,6.0,236.4,0.0,108.6,1.0,13640.0,113.8,9.99,7.88,51.62,5.53,23.0,4.0,6.0,0.0,0.0,57.26,639.0,467.2,171.8,584.9,54.12,4.13,4.02,9.44,12.85,5.94,0.27,191.0,3.0,4.0,2.0,35.37,3.8,
